0,278,248,159,82
1,279,248,159,82
2,272,241,179,82
3,271,239,179,82
4,269,239,179,82
5,268,243,179,82
6,254,240,200,91
7,244,243,209,95
8,237,243,221,95
9,231,243,229,95
10,232,246,229,90
11,231,248,239,103
12,231,249,247,111
13,230,255,247,111
14,233,259,259,117
15,230,262,275,115
16,233,262,290,124
17,240,268,296,124
18,245,273,308,124
19,246,273,330,132
20,263,284,330,132
21,265,285,338,137
22,276,292,338,140
23,288,295,350,144
24,296,297,367,151
25,313,299,368,144
26,347,295,386,149
27,370,301,377,152
28,382,300,391,158
29,405,304,391,158
30,423,302,391,158
31,442,306,391,158
32,462,307,383,158
33,473,312,378,157
34,482,314,378,157
35,495,325,367,150
36,511,325,346,139
37,519,333,341,139
38,516,336,334,142
39,516,344,321,133
40,511,349,312,130
41,508,348,297,130
42,496,357,294,130
43,491,356,282,130
44,478,357,269,124
45,471,366,251,118
46,455,363,239,112
47,441,364,239,112
48,434,363,228,107
