0,603,221,406,281
1,606,217,419,272
2,594,220,400,263
3,606,222,390,267
4,607,229,364,256
5,609,237,351,255
6,616,236,352,262
7,609,233,355,272
8,606,233,355,277
9,592,230,378,293
10,590,228,378,293
11,585,233,378,284
12,579,217,408,284
13,573,235,401,267
14,559,234,380,267
15,551,226,366,277
16,544,210,330,287
17,532,211,320,300
18,520,217,316,300
19,505,221,316,300
20,515,206,290,279
21,520,197,279,287
22,530,196,264,294
23,537,196,262,294
24,548,204,262,307
25,545,202,262,314
26,555,214,262,314
27,518,227,353,287
28,539,231,363,288
29,547,217,343,288
30,566,204,332,281
31,593,186,319,288
32,637,179,287,288
33,714,146,297,324
34,746,160,297,324
35,778,160,297,324
36,819,171,311,324
37,854,195,324,289
38,891,200,324,289
39,922,212,324,289
40,956,226,307,289
41,986,225,282,299
42,1015,216,259,312
43,1054,205,223,324
44,1066,187,213,334
45,1066,201,213,319
46,1052,205,226,309
47,1025,213,253,298
48,1010,208,267,290
49,997,201,281,275
50,989,188,287,274
51,967,187,287,277
52,933,187,276,269
53,878,178,265,267
54,836,175,238,271
55,741,176,209,254
56,699,177,200,248
57,656,174,200,248
58,625,165,200,248
59,603,167,200,222
60,585,157,200,222
61,572,151,208,222
62,563,134,213,222
63,563,133,221,214
64,557,128,241,222
65,561,131,266,222
66,582,133,285,232
67,574,141,281,232
68,573,153,281,228
69,575,169,281,223
70,584,173,274,223
71,592,179,267,216
72,570,212,249,188
73,565,225,237,190
74,556,228,226,191
75,554,232,237,191
76,559,225,237,191
77,559,229,241,184
78,544,228,248,186
79,531,236,248,186
80,530,238,255,169
81,536,222,268,179
82,540,230,271,179
83,536,225,285,179
84,551,222,285,179
85,557,215,285,193
86,555,216,285,193
87,555,212,285,203
88,559,207,285,203
