0,380,89,380,301
1,374,118,345,325
2,375,110,336,327
3,376,81,311,353
4,375,74,324,353
5,381,70,322,353
6,387,81,322,353
7,390,115,339,353
8,398,128,354,346
9,398,126,377,342
10,404,122,400,338
11,417,122,400,347
12,428,102,418,351
13,426,101,418,351
14,432,108,418,351
15,435,101,420,380
16,433,104,433,390
17,431,121,433,390
18,435,137,417,390
19,440,136,417,390
20,436,132,417,390
21,449,112,380,406
22,448,101,380,406
23,455,100,368,406
24,463,94,368,406
25,461,107,389,406
26,461,116,389,406
27,465,137,389,406
28,456,160,398,403
29,454,157,401,403
30,446,156,412,403
31,437,182,452,378
32,429,174,482,391
33,413,152,543,405
34,407,141,558,419
35,404,138,561,437
36,401,143,564,475
37,396,151,570,495
38,397,170,570,495
39,388,181,570,495
40,384,183,558,495
41,386,188,530,481
42,385,181,530,481
43,383,168,530,481
44,373,167,553,490
45,378,172,553,490
46,368,165,574,490
47,371,198,581,465
48,369,215,595,478
49,354,230,666,448
50,341,212,725,465
51,327,185,839,481
52,320,186,891,500
53,319,190,919,524
54,323,188,926,529
55,316,249,926,466
56,312,268,956,449
57,318,257,949,461
58,313,251,964,466
59,312,253,937,465
60,313,269,937,446
61,318,258,936,457
62,321,274,952,440
63,309,277,967,440
64,277,302,1001,413
65,284,291,994,420
66,296,301,975,413
67,317,303,955,413
68,337,309,933,405
69,368,277,905,436
70,379,271,876,443
71,401,261,876,456
72,416,257,860,459
73,429,251,841,466
74,442,237,831,481
75,459,228,815,490
76,482,205,792,510
77,492,196,724,520
78,502,190,698,520
79,521,192,644,516
80,542,195,589,521
81,557,192,544,511
82,576,187,489,492
83,582,188,443,455
84,597,187,421,425
85,609,178,364,440
86,621,171,343,452
87,631,167,333,452
88,629,167,333,434
89,646,163,293,379
90,656,170,265,355
91,667,170,259,355
92,670,168,231,353
93,682,166,187,329
94,691,173,145,304
95,681,167,145,286
96,680,173,145,267
97,679,170,145,273
98,682,166,145,281
99,679,158,145,281
