0,464,57,124,81
1,471,60,121,76
2,377,86,140,91
3,379,87,131,86
4,372,90,137,82
5,371,90,137,82
6,370,96,141,83
7,377,97,143,83
8,385,100,143,83
9,392,102,143,83
10,404,104,143,83
11,441,106,135,81
12,458,107,135,81
13,470,115,135,81
14,473,120,143,81
15,480,127,143,87
16,486,129,143,87
17,492,119,143,98
18,479,127,152,98
19,469,128,152,98
20,461,128,152,98
21,463,128,152,98
22,465,139,152,98
23,460,136,159,98
24,459,136,159,98
25,444,134,164,98
26,434,139,174,94
27,417,144,174,94
28,414,157,174,94
29,396,160,187,94
30,390,174,187,105
31,368,183,196,99
32,357,182,201,104
33,364,180,201,108
34,368,190,201,112
35,354,203,219,112
36,357,211,213,107
37,364,210,213,113
38,383,201,217,113
39,390,201,217,118
40,387,201,232,118
41,411,192,241,124
42,425,197,241,124
43,443,202,241,124
44,449,204,241,124
45,459,205,241,124
46,473,199,241,131
47,471,210,240,131
48,464,218,243,131
49,467,219,243,131
50,493,201,245,151
51,499,195,238,151
52,503,194,234,151
53,490,193,245,160
54,483,200,239,150
55,485,202,228,153
56,483,205,232,153
57,490,206,232,153
58,488,210,232,153
59,491,207,232,153
60,485,211,232,153
61,468,220,232,164
62,469,219,232,164
63,465,223,232,159
64,469,223,232,152
65,480,216,210,147
66,476,208,205,162
67,467,219,205,162
68,454,220,210,169
69,474,223,180,154
70,469,218,180,159
71,465,217,179,161
72,464,215,177,167
73,447,219,180,151
74,445,219,171,143
75,437,215,171,146
76,440,202,163,154
77,444,202,162,161
78,437,200,162,161
79,440,201,154,148
80,430,198,150,148
81,430,193,144,148
82,425,192,144,152
83,419,189,144,156
84,413,189,139,156
85,408,180,138,156
86,421,177,125,156
87,425,170,116,150
