0,574,299,101,64
1,578,300,106,67
2,586,300,101,64
3,590,307,111,64
4,594,310,115,64
5,596,310,117,64
6,606,313,124,64
7,609,316,126,61
8,621,318,126,61
9,617,316,138,62
10,627,315,145,65
11,630,311,149,69
12,630,309,156,72
13,641,315,155,69
14,643,317,161,69
15,653,317,164,70
16,664,319,164,70
17,675,319,177,71
18,680,320,177,71
19,675,325,193,76
20,675,324,194,78
21,650,323,196,74
22,641,324,196,74
23,628,325,196,74
24,599,325,196,74
25,573,323,206,78
26,553,325,203,77
27,503,323,203,80
28,473,320,206,84
29,446,319,206,84
30,386,317,206,84
31,348,319,215,80
32,270,322,224,80
33,238,325,232,80
34,188,329,230,76
35,133,333,241,80
36,105,328,241,80
37,76,337,253,84
38,35,340,253,84
39,20,340,257,84
40,2,327,248,82
41,2,336,248,82
42,3,333,245,78
43,15,325,240,74
44,21,317,239,77
45,39,320,228,73
46,43,319,228,73
47,84,320,213,73
48,109,324,205,73
49,153,337,193,73
50,182,344,180,73
51,224,340,171,70
52,237,340,171,70
53,272,334,161,67
54,288,335,161,67
55,316,337,161,67
56,343,342,144,65
57,359,348,144,65
58,379,350,136,68
59,406,357,128,63
60,432,363,122,61
61,456,353,122,61
62,464,355,120,55
63,474,358,113,55
64,483,352,111,57
65,492,352,111,57
66,495,351,111,57
67,504,355,104,52
68,510,360,103,48
69,510,364,103,48
70,518,364,100,48
