0,428,305,109,78
1,429,301,109,78
2,422,298,109,78
3,405,299,109,78
4,406,298,109,78
5,406,298,109,78
6,402,297,112,83
7,397,297,115,85
8,396,296,115,85
9,400,295,115,85
10,401,301,115,85
11,402,296,115,85
12,383,290,130,95
13,376,293,130,95
14,374,292,130,95
15,362,286,142,107
16,356,287,142,107
17,348,280,147,107
18,344,282,147,107
19,335,273,158,107
20,333,268,161,111
21,339,267,171,118
22,355,261,165,118
23,358,251,172,118
24,370,259,172,118
25,383,267,175,124
26,391,276,180,124
27,406,279,180,124
28,420,276,181,124
29,435,276,190,125
30,455,277,195,133
31,508,270,195,133
32,538,265,200,133
33,567,261,205,138
34,625,255,226,148
35,661,257,226,148
36,684,250,243,155
37,724,229,260,170
38,737,231,270,168
39,744,224,277,168
40,751,222,297,175
41,754,221,301,189
42,753,224,316,189
43,757,229,326,201
44,759,233,338,204
45,764,242,371,220
46,774,244,385,220
47,792,248,406,220
