0,1026,159,165,364
1,1014,178,165,364
2,1006,188,152,364
3,1005,197,144,364
4,1007,208,128,364
5,1001,208,128,364
6,996,208,128,364
7,981,202,140,364
8,956,207,140,364
9,940,217,140,364
10,936,219,140,345
11,913,216,131,345
12,885,208,131,345
13,860,204,131,345
14,844,202,131,345
15,813,207,131,345
16,789,211,131,345
17,776,213,139,345
18,774,219,139,345
19,797,219,139,345
20,819,220,146,362
21,852,224,146,362
22,890,227,137,362
23,934,210,137,362
24,978,206,137,362
25,1014,211,137,362
26,1025,213,143,362
27,1042,208,143,362
28,1048,209,153,362
29,1036,209,153,362
30,1024,205,153,362
31,984,208,153,362
32,933,203,153,362
33,890,208,140,362
34,845,209,140,362
35,801,202,140,362
36,732,211,140,362
37,647,220,154,354
38,581,218,154,349
39,526,220,154,349
40,481,211,154,349
41,454,213,154,349
42,439,207,154,349
43,421,207,154,349
44,407,195,142,349
45,400,194,142,349
46,393,201,142,349
47,394,206,142,349
48,414,208,142,349
49,438,209,142,349
50,460,207,142,349
51,488,202,137,349
52,521,210,137,349
53,553,201,137,349
54,591,200,124,349
55,628,204,124,349
56,651,210,124,349
57,662,213,124,349
58,661,220,124,339
59,654,227,124,339
60,644,231,124,333
61,633,231,124,333
62,625,229,124,325
