0,0,0,0,0
1,2,330,578,261
2,1,323,621,261
3,1,321,656,261
4,3,323,736,254
5,46,318,729,254
6,93,322,708,247
7,134,319,710,247
8,174,323,699,241
9,216,315,693,241
10,256,309,680,241
11,282,309,671,241
12,307,304,666,241
13,332,306,666,241
14,363,322,645,241
15,384,326,639,241
16,409,321,623,241
17,425,344,611,230
18,436,364,602,230
19,464,349,581,230
20,469,356,567,222
21,488,342,546,230
22,502,334,528,224
23,521,335,505,216
24,536,331,493,208
25,559,318,480,202
26,616,316,458,202
27,660,313,455,192
28,708,306,450,192
29,751,314,448,183
30,793,309,448,183
31,849,307,425,183
32,901,311,371,177
33,962,314,316,169
34,1005,323,269,169
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
