0,148,206,167,343
1,114,202,156,343
2,101,196,156,343
3,79,193,156,343
4,75,190,156,343
5,55,205,156,343
6,47,200,156,343
7,28,209,156,343
8,19,201,156,343
9,17,204,156,343
10,7,197,156,343
11,1,200,164,349
12,5,186,134,349
13,6,186,121,349
14,11,172,121,349
15,22,178,115,332
16,33,176,115,332
17,59,192,115,332
18,76,210,115,332
19,92,214,110,316
20,103,214,110,316
21,95,206,120,316
22,97,197,120,316
23,94,206,120,316
24,84,197,120,316
25,75,207,120,316
26,59,207,120,316
27,48,211,120,316
28,33,216,150,316
29,15,218,150,316
30,8,215,150,316
31,9,201,177,316
32,10,202,153,309
33,3,199,141,307
34,5,198,127,307
35,1,212,103,310
36,5,212,78,310
37,2,210,72,310
38,2,203,72,331
39,1,183,150,328
40,3,173,150,334
41,3,182,150,322
42,4,185,159,322
43,4,183,159,322
44,3,182,159,322
45,5,187,149,322
46,6,186,141,322
47,3,191,141,322
48,3,199,133,322
49,2,197,118,325
50,2,195,106,325
51,4,196,79,325
52,0,0,0,0
53,0,0,0,0
54,0,0,0,0
55,0,0,0,0
56,0,0,0,0
57,0,0,0,0
58,3,195,131,341
59,4,201,125,325
60,3,179,125,325
61,5,152,140,336
62,5,123,130,336
63,8,98,130,336
64,10,37,130,336
65,15,12,150,353
66,4,2,158,332
67,2,2,158,332
68,2,3,158,364
69,4,15,158,347
70,7,30,158,375
71,3,37,158,375
72,7,36,158,375
73,29,48,179,394
74,63,65,179,394
75,73,68,179,394
76,83,93,179,394
77,107,90,161,394
78,113,84,180,394
79,129,88,180,394
80,147,101,180,378
